file,title,meta_description,h1,missing_alt,internal_links,word_count
./gider.html,Hangi Harcamalar Gider Yazılır? | SMMM Adem Yılmaz,"2026 güncel rehber: araç, yemek, işyeri ve demirbaş giderlerinden hangileri vergi matrahından indirilebilir? Ümraniye SMMM Adem Yılmaz.",Şirketler Hangi Harcamalarını Gider Gösterebilir?,0,8,637
./esenler-mali-musavir.html,Hizmet Bölgeleri — Türkiye Geneli Online Mali Müşavir | SMMM Adem Yılmaz,,,0,0,24
./mehmet-akif-mahallesi-mali-musavir.html,Hizmet Bölgeleri — Türkiye Geneli Online Mali Müşavir | SMMM Adem Yılmaz,,,0,0,24
./muhasebe-uzmani-umraniye.html,SMMM Adem Yılmaz — Ümraniye Mali Müşavir,,,0,0,17
./inkilap-mahallesi-mali-musavir.html,Hizmet Bölgeleri — Türkiye Geneli Online Mali Müşavir | SMMM Adem Yılmaz,,,0,0,24
./yamanevler-mahallesi-mali-musavir.html,Hizmet Bölgeleri — Türkiye Geneli Online Mali Müşavir | SMMM Adem Yılmaz,,,0,0,24
./gmsi.html,GMSİ Rehberi 2026: Kira Geliri Beyanı | SMMM Adem Yılmaz,"Gayrimenkul Sermaye İradı (GMSİ) 2026: konut kira geliri istisnası, götürü/gerçek gider yöntemi, gayrimenkul satışında değer artış kazancı, 5 yıl kuralı ve.",GMSİ Rehberi: Kira Geliri ve Değer Artış Kazancı,0,8,1297
./ihrac-kayitli-satislar-rehberi.html,"İhraç Kayıtlı Satışlarda Vergi Uygulamaları | KDV, Tecil-Terkin, Fatura | SMMM Adem Yılmaz","İhraç kayıtlı satışlarda KDV uygulaması, tecil-terkin mekanizması, fatura düzeni ve kurumlar vergisinde 5 puan indirim. 2026 güncel mevzuatla mükellefin anlayacağı rehber.",İhraç Kayıtlı Satışlarda Vergi Uygulamaları,0,13,1424
./fotografcilik-muhasebesi.html,Fotoğrafçılık Stüdyosu Muhasebesi | SMMM Adem Yılmaz,"Fotoğrafçılık ve prodüksiyon stüdyosu açılışında e-SMM, ekipman demirbaş takibi ve paket/kapora faturalandırması. Ücretsiz ilk görüşme.",Fotoğrafçılık ve Prodüksiyon Stüdyoları için Muhasebe Rehberi,0,8,367
./catalca-mali-musavir.html,Hizmet Bölgeleri — Türkiye Geneli Online Mali Müşavir | SMMM Adem Yılmaz,,,0,0,24
./dijital-profesyoneller.html,Dijital Profesyonellere Mali Müşavirlik | SMMM Adem Yılmaz,"Yazılımcı, mühendis, mimar, tasarımcı ve uzaktan çalışan danışmanlar için dijital mali müşavirlik.","Global Çalışın, Kazancınızın %100'ünü Koruyun",0,8,949
./maltepe-mali-musavir.html,Hizmet Bölgeleri — Türkiye Geneli Online Mali Müşavir | SMMM Adem Yılmaz,,,0,0,24
./rehberler.html,Tüm Rehberler ve Konu İndeksi | SMMM Adem Yılmaz,"Vergi, SGK, şirket kuruluşu, e-fatura, kira geliri ve sektörel muhasebe konularında hazırladığım tüm rehberlerin kategorilere ayrılmış tam listesi.",Tüm Rehberler ve Konu İndeksi,0,7,672
./hizmet-ihracati-istisnasi.html,Yurt Dışı Hizmet İhracatı Vergi İstisnası | SMMM Adem Yılmaz,"Yazılım, mimarlık, mühendislik, tasarım, muhasebe ve çağrı merkezi dahil yurt dışı hizmet ihracatında %100 kazanç istisnası, KDV muafiyeti ve şartları.",Yurt Dışı Hizmet İhracatı Vergi İstisnası ve Danışmanlığı,0,8,462
./e-fatura-rehberi.html,E-Fatura ve E-Arşiv Rehberi | SMMM Adem Yılmaz,"E-fatura ve e-arşiv uygulamaları, aralarındaki farklar ve işletmeler için dikkat edilmesi gerekenler.","E-Fatura, E-Arşiv ve E-İrsaliye Rehberi",0,8,410
./GV20B.html,GVK Mükerrer 20/B ve Bağ-Kur | SMMM Adem Yılmaz,,,0,0,18
./madenler-mahallesi-mali-musavir.html,Hizmet Bölgeleri — Türkiye Geneli Online Mali Müşavir | SMMM Adem Yılmaz,,,0,0,24
./kazim-karabekir-mahallesi-mali-musavir.html,Hizmet Bölgeleri — Türkiye Geneli Online Mali Müşavir | SMMM Adem Yılmaz,,,0,0,24
./galeri.html,Galeri Yetki Belgesi Başvuru Süreci,"Oto galeri yetki belgesi başvuru süreci: mesleki yeterlilik belgesi, lise mezuniyeti, vergi kaydı, oda kaydı ve 40.000 TL harç dahil adım adım rehber.",Galeri Yetki Belgesi Başvuru Rehberi,0,8,534
./limited-sirket-kurulus.html,Limited Şirket Kuruluşu | SMMM Adem Yılmaz,"Limited şirketin özellikleri, kuruluş adımları ve dikkat edilmesi gerekenler hakkında rehber.",Limited Şirket Kuruluşu Adım Adım Rehber,0,8,545
./oto-tamir-servisi-muhasebesi.html,Oto Tamir Servisi Muhasebesi | SMMM Adem Yılmaz,"Oto tamir servisi açılışında işçilik-parça ayrımı, sigorta anlaşmalı iş faturalandırması ve KDV oranı. Ücretsiz ilk görüşme.",Oto Tamir Servisleri için Muhasebe Rehberi,0,8,411
./esenyurt-mali-musavir.html,Hizmet Bölgeleri — Türkiye Geneli Online Mali Müşavir | SMMM Adem Yılmaz,,,0,0,24
./bahcelievler-mali-musavir.html,Hizmet Bölgeleri — Türkiye Geneli Online Mali Müşavir | SMMM Adem Yılmaz,,,0,0,24
./ihlamurkuyu-mahallesi-mali-musavir.html,Hizmet Bölgeleri — Türkiye Geneli Online Mali Müşavir | SMMM Adem Yılmaz,,,0,0,24
./kooperatif-kurulusu.html,Kooperatif Kuruluşu Rehberi | SMMM Adem Yılmaz,,,0,0,14
./yapilandirma.html,Vergi Borçları Yapılandırma Rehberi | SMMM Adem Yılmaz,16 Haziran 2026 tarihli Tahsilat Genel Tebliği kapsamında vergi borçlarının tecil ve taksitlendirilmesine ilişkin yeni düzenleme ve başvuru şartları.,Vergi Borçlarının Tecil ve Taksitlendirilmesine İlişkin Yeni Düzenleme,0,8,518
./tuzla-mali-musavir.html,Hizmet Bölgeleri — Türkiye Geneli Online Mali Müşavir | SMMM Adem Yılmaz,,,0,0,24
./umraniye.html,SMMM Adem Yılmaz — Ümraniye Mali Müşavir,,,0,0,17
./maas-hesaplama.html,Brüt Net Maaş Hesaplama 2026 | SMMM Adem Yılmaz,"2026 güncel vergi dilimlerine göre brüt-net maaş hesaplama aracı. SGK tavanı, kümülatif gelir vergisi matrahı ve işveren maliyeti dahil profesyonel hesaplama.",Brüt ↔ Net Maaş Hesaplama,0,22,419
./404.html,Sayfa Bulunamadı (404) | SMMM Adem Yılmaz,"Aradığınız sayfa bulunamadı. Rehberler, hesaplama araçları ve iletişim bilgilerine buradan ulaşabilirsiniz.",Aradığınız sayfa bulunamadı,0,0,50
./nakliye-lojistik-muhasebesi.html,Nakliye ve Lojistik Firması Muhasebesi | SMMM Adem Yılmaz,"Nakliye ve lojistik firmaları için MTV, K yetki belgesi, akaryakıt gideri belgeleme ve uluslararası taşımacılık KDV istisnası. Ücretsiz ilk görüşme.",Nakliye ve Lojistik Firmaları için Muhasebe Rehberi,0,8,429
./kuyum.html,Kuyumculukta Nakit İşlemler Hakkında Duyuru,"Kuyumculukta nakit para ile altın ve bilezik alım satımının sona ermesi, kredi kartı ve IBAN ile ödeme zorunluluğu hakkında resmi duyuru.",Kuyumculukta Nakit İşlemler Hakkında Resmi Duyuru,0,8,351
./parseller-mahallesi-mali-musavir.html,Hizmet Bölgeleri — Türkiye Geneli Online Mali Müşavir | SMMM Adem Yılmaz,,,0,0,24
./ssk-10-gun-siniri.html,SSK 10 Gün Sınırı ve SGK | İstihdamda Sigorta Esasları | SMMM Adem Yılmaz,"SSK çalışanında 10 gün sınırı, SGK kapsamı ve sigorta prim hesaplaması. Az günlük ve fazla günlük istihdam farklılıkları, kanuni hükümler.",SSK 10 Gün Sınırı ve Sigorta Hükümleri,0,13,557
./2026-hadler.html,VUK 177-179-180 Hadleri | SMMM Adem Yılmaz,"VUK 177, 179 ve 180 kapsamında işletme – bilanço ayrımı, 2025 resmi hadler ve 2026 tahmini geçiş hadleri. Mal, hizmet ve karma işletmeler için tablo.",İşletme – Bilanço Ayrımı ve 2025 / 2026 Geçiş Hadleri,0,8,461
./genc.html,Şahıs Şirketi ve Genç Girişimci Teşviki | SMMM Adem Yılmaz,18-29 yaş genç girişimciler için 3 yıl gelir vergisi muafiyeti ile şahıs şirketi kurulum rehberi.,Şahıs Şirketi Kurulumu ve Genç Girişimci Teşviki,0,8,584
./site-mahallesi-mali-musavir.html,Hizmet Bölgeleri — Türkiye Geneli Online Mali Müşavir | SMMM Adem Yılmaz,,,0,0,24
./cicekci-muhasebesi.html,Çiçekçi Muhasebesi ve Açılışı | SMMM Adem Yılmaz,"Çiçekçi açılışında KDV oranı, bozulabilir ürün fire takibi ve organizasyon/toplu sipariş faturalandırması. Ücretsiz ilk görüşme.",Çiçekçiler için Muhasebe Rehberi,0,8,391
./kadıköy-mali-musavir.html,Kadıköy Mali Müşavir | SMMM Adem Yılmaz,,,0,0,14
./restoran-kafe-muhasebesi.html,Restoran ve Kafe Muhasebesi | SMMM Adem Yılmaz,"Restoran ve kafe açılışında KDV oranı, yazar kasa, Yemeksepeti/Getir komisyon gideri ve adisyon sistemi muhasebesi. Ücretsiz ilk görüşme.",Restoran ve Kafeler için Muhasebe Rehberi,0,8,405
./mikro-ihracat.html,Etsy ve Amazon için Mikro İhracat | SMMM Adem Yılmaz,"Etsy, Amazon Global, eBay ve Shopify üzerinden yurt dışına satış yapıyorsanız mikro ihracat kapsamında %0 KDV istisnasından yararlanabilirsiniz.","Yurt Dışına Satış Yapıyorsanız, %0 KDV Hakkınızı Kullanın",0,8,1017
./saray-mahallesi-mali-musavir.html,Hizmet Bölgeleri — Türkiye Geneli Online Mali Müşavir | SMMM Adem Yılmaz,,,0,0,24
./catering-toplu-yemek-muhasebesi.html,Catering ve Toplu Yemek Muhasebesi | SMMM Adem Yılmaz,"Catering firması açılışında KDV oranı, gıda stok/fire takibi ve kurumsal sözleşmeli müşteri faturalandırması. Ücretsiz ilk görüşme.",Catering ve Toplu Yemek Firmaları için Muhasebe Rehberi,0,8,353
./fitness.html,Sporcu ve Antrenörler için Mükellefiyet | SMMM Adem Yılmaz,"MacFit ve benzeri spor kulüplerinde bireysel çalışan antrenör, spor eğitmeni, hakem, zaman tutucu ve atletler için mükellefiyet ve mali müşavirlik.","Antrenör, Hakem ve Sporcular İçin Mükellefiyet Rehberliği",0,8,832
./tatlisu-mahallesi-mali-musavir.html,Hizmet Bölgeleri — Türkiye Geneli Online Mali Müşavir | SMMM Adem Yılmaz,,,0,0,24
./vergi-tur-kodlari.html,Vergi Türü Kodları Açıklaması | SMMM Adem Yılmaz,"Vergi türü kodlarının mantığı, önemi ve örnek kod listesi hakkında genel açıklamalar.",Vergi Türü Kodları Rehberi,0,8,470
./beyoglu-mali-musavir.html,Hizmet Bölgeleri — Türkiye Geneli Online Mali Müşavir | SMMM Adem Yılmaz,,,0,0,24
./sahis-mi-limited-mi.html,Şahıs Şirketi mi Limited Şirket mi? | SMMM Adem Yılmaz,"Şahıs şirketi ile limited şirket arasındaki vergi yükü, sorumluluk, kuruluş maliyeti ve muhasebe farkları.","Şahıs Şirketi mi, Limited Şirket mi?",0,8,928
./atasehir-mali-musavir.html,Ataşehir Mali Müşavir | SMMM Adem Yılmaz,"Ataşehir'de mali müşavirlik, kurumsal muhasebe ve vergi danışmanlığı. İstanbul Finans Merkezi'ne yakın konumuyla Ataşehir'deki şirketlere online ve yerinde.",Ataşehir'de Kurumsal Muhasebe ve Mali Müşavirlik Hizmeti,0,8,502
./elmalikent-mahallesi-mali-musavir.html,Hizmet Bölgeleri — Türkiye Geneli Online Mali Müşavir | SMMM Adem Yılmaz,,,0,0,24
./kurumsal-defter-tutma.html,Mali Müşavirlik Hizmetleri | SMMM Adem Yılmaz,,,0,0,14
./vergi-hesaplama.html,Gelir Vergisi ve KDV Hesaplama | SMMM Adem Yılmaz,"Gelir vergisi (dilim dilim döküm ile), KDV, KDV tevkifatı (kısmi tevkifat) ve stopaj hesaplama araçları.","Gelir Vergisi, KDV ve Stopaj Hesaplama",0,22,452
./çekmeköy-mali-musavir.html,Çekmeköy Mali Müşavir | SMMM Adem Yılmaz,,,0,0,14
./taksi.html,Taksiciler için Vergi Rehberi 2026 | SMMM Adem Yılmaz,"Taksicilerin 2026'da basit usulden gerçek usule geçişi, Taksi Mali Cihaz zorunluluğu, KDV oranı, ticari plaka devrinde KDV istisnası ve cezai yaptırımlar.",Taksiciler için 2026 Vergi Rehberi,0,8,697
./enflasyon-muhasebesi.html,Enflasyon Muhasebesi 2025 | SMMM Adem Yılmaz,"Enflasyon muhasebesinin amacı, mantığı ve işletmelere etkileri hakkında genel bilgilendirme.","Enflasyon Muhasebesi Nedir, Kimler Uygular?",0,8,528
./kurulus.html,2026 Şahıs Şirketi Kurulum Rehberi | SMMM Adem Yılmaz,"Şahıs şirketi kurulum süreci adım adım ve 2026 yılı tahmini kuruluş maliyetleri (noter, damga vergisi, mali müşavir ücreti). Ümraniye SMMM Adem Yılmaz.",2026 Şahıs Şirketi Kurulum Rehberi ve Maliyetleri,0,8,543
./reklam-ajansi-muhasebesi.html,Reklam ve Dijital Ajans Muhasebesi | SMMM Adem Yılmaz,"Reklam ajansı açılışında Meta/Google reklam harcaması muhasebesi, hizmet faturası ve yurt dışı müşteri hizmet ihracatı istisnası. Ücretsiz ilk görüşme.",Reklam ve Dijital Pazarlama Ajansları için Muhasebe Rehberi,0,8,470
./temizlik-sirketi-muhasebesi.html,Temizlik Şirketi Muhasebesi | SMMM Adem Yılmaz,"Temizlik şirketi açılışında personel SGK teşvikleri, sözleşmeli hizmet faturalandırması ve hizmet ihracatı. Ücretsiz ilk görüşme.",Temizlik Şirketleri için Muhasebe Rehberi,0,8,413
./itfaiye-raporu.html,Konaklama Tesisleri İtfaiye Raporu Duyurusu,"Otel, pansiyon, apart ve misafirhane gibi konaklama tesislerinin 31.05.2026 tarihine kadar alması zorunlu olan itfaiye raporu ve yangın yönetmeliği.",Konaklama Tesisleri İtfaiye Raporu Zorunluluğu,0,8,277
./gaziosmanpasa-mali-musavir.html,Hizmet Bölgeleri — Türkiye Geneli Online Mali Müşavir | SMMM Adem Yılmaz,,,0,0,24
./guzellik-salonu-muhasebesi.html,Güzellik Salonu ve SPA Muhasebesi | SMMM Adem Yılmaz,"Güzellik salonu ve SPA açılışında yazar kasa, paket satış gelir tahakkuku ve ürün-hizmet ayrımı muhasebesi. Ücretsiz ilk görüşme.",Güzellik Salonu ve SPA Merkezleri için Muhasebe Rehberi,0,8,392
./yazilim-arge-istisna.html,Yazılım İhracatında Vergi İstisnaları | SMMM Adem Yılmaz,,,0,0,16
./eticaret.html,E-Ticaret ve Pazaryeri Muhasebesi | Adem Yılmaz - SMMM,"Trendyol, Hepsiburada ve tüm pazaryerlerinde satış yapan e-ticaret işletmeleri için komisyon faturası takibi, vergi mevzuatı ve e-dönüşüm süreçleri.",Pazaryerlerinde Kazancınızı Güvence Altına Alın,0,8,383
./amortisman-enflasyon.html,Amortisman ve Enflasyon Muhasebesi | SMMM Adem Yılmaz,Amortisman kavramı ile enflasyon muhasebesi arasındaki ilişkiye genel bakış.,Amortisman ve Enflasyon Muhasebesi İlişkisi,0,8,486
./spor-salonu-muhasebesi.html,Spor Salonu Muhasebesi ve Açılışı | SMMM Adem Yılmaz,"Spor salonu ve fitness center açılışında üyelik gelir tahakkuku, PT hizmet faturalandırması ve yazar kasa. Ücretsiz ilk görüşme.",Spor Salonu ve Fitness Center İşletmeleri için Muhasebe Rehberi,0,8,401
./insaat-muteahhitlik-muhasebesi.html,İnşaat ve Müteahhitlik Muhasebesi | SMMM Adem Yılmaz,"İnşaat ve müteahhitlik firmaları için hakediş faturası, KDV tevkifatı ve arsa karşılığı inşaat vergilendirmesi. Ücretsiz ilk görüşme.",İnşaat ve Müteahhitlik Firmaları için Muhasebe Rehberi,0,8,414
./2025-pratik-bilgilerr.html,2025 Pratik Bilgiler | SMMM Adem Yılmaz,,,0,0,14
